fund_code,name,is_etf_candidate,candidate_rule,category,subcategory,fund_type,benchmark,market,status,list_date,delist_date,management,category_rule,review_note,sw_index_code,sw_industry_name,sw_level,sw_parent_code,sw_match_term,sw_match_rule
515550.SH,国联中证500ETF,Y,include:name_etf,宽基,中证500,股票型,中证500指数收益率×100%,E,L,2019/12/25,,国联基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
515590.SH,前海开源中证500等权重ETF,Y,include:name_etf,宽基,中证500,股票型,中证500等权重指数收益率×100%,E,L,2020/1/20,,前海开源基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
560100.SH,南方中证500增强策略ETF,Y,include:name_etf,宽基,中证500,股票型,中证500指数收益率×100%,E,L,2022/2/16,,南方基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
560500.SH,鹏扬中证500质量成长ETF,Y,include:name_etf,宽基,中证500,股票型,中证500质量成长指数收益率×100%,E,L,2021/9/1,,鹏扬基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
560950.SH,汇添富中证500增强策略ETF,Y,include:name_etf,宽基,中证500,股票型,中证500指数收益率×100%,E,L,2023/7/31,,汇添富基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
561350.SH,国泰中证500ETF,Y,include:name_etf,宽基,中证500,股票型,中证500指数收益率×100%,E,L,2021/9/1,,国泰基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
561550.SH,华泰柏瑞中证500增强策略ETF,Y,include:name_etf,宽基,中证500,股票型,中证500指数收益率×100%,E,L,2021/12/10,,华泰柏瑞基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
561950.SH,招商中证500增强策略ETF,Y,include:name_etf,宽基,中证500,股票型,中证500指数收益率×100%,E,L,2023/4/24,,招商基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
562340.SH,银华中证500质量成长ETF,Y,include:name_etf,宽基,中证500,股票型,中证500质量成长指数收益率×100%,E,L,2024/5/8,,银华基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
563030.SH,易方达中证500增强策略ETF,Y,include:name_etf,宽基,中证500,股票型,中证500指数收益率×100%,E,L,2023/3/13,,易方达基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
563750.SH,汇添富中证500ETF,Y,include:name_etf,宽基,中证500,股票型,中证500指数收益率×100%,E,L,2025/10/30,,汇添富基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159215.SZ,平安中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2025/4/7,,平安基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159226.SZ,国泰中证A500增强策略ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2025/5/29,,国泰基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159240.SZ,天弘中证A500增强策略ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2025/6/17,,天弘基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159249.SZ,工银瑞信中证A500增强策略ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2025/7/2,,工银瑞信基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159338.SZ,国泰中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/10/15,,国泰基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159339.SZ,银华中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/10/15,,银华基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159351.SZ,嘉实中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/10/15,,嘉实基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159352.SZ,南方中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/10/15,,南方基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159353.SZ,景顺长城中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/10/15,,景顺长城基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159356.SZ,万家中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/12/6,,万家基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159357.SZ,博时中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/11/28,,博时基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159358.SZ,大成中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/11/29,,大成基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159359.SZ,华安中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/12/2,,华安基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159360.SZ,天弘中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/11/28,,天弘基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159361.SZ,易方达中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/11/19,,易方达基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159362.SZ,工银瑞信中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/12/2,,工银瑞信基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159376.SZ,浦银安盛中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2025/1/13,,浦银安盛基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159379.SZ,融通中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2025/1/23,,融通基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159380.SZ,东财中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2025/1/8,,东财基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159386.SZ,永赢中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2025/2/11,,永赢基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
512020.SH,鹏华中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/12/2,,鹏华基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
512050.SH,华夏中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/11/15,,华夏基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
512080.SH,中金中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2025/1/21,,中金基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
512370.SH,华夏中证A500增强策略ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2025/8/18,,华夏基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
560510.SH,泰康中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/10/15,,泰康基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
560530.SH,摩根中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/10/15,,摩根基金管理(中国)有限公司,fund_type/benchmark/name:broad_index,,,,,,,
560610.SH,招商中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/10/15,,招商基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
560750.SH,申万菱信中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2025/2/7,,申万菱信基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
561090.SH,华安中证A500增强策略ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2025/7/2,,华安基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
563220.SH,富国中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/10/15,,富国基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
563360.SH,华泰柏瑞中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/10/15,,华泰柏瑞基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
563500.SH,华宝中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/12/2,,华宝基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
563550.SH,摩根中证A500增强策略ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2025/5/16,,摩根基金管理(中国)有限公司,fund_type/benchmark/name:broad_index,,,,,,,
563600.SH,易方达中证A500增强策略ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2025/9/26,,易方达基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
563630.SH,国联安中证A500增强策略ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2025/7/1,,国联安基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
563650.SH,兴业中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2025/4/3,,兴业基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
563660.SH,银河中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2025/4/2,,银河基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
563800.SH,广发中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/11/18,,广发基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
563860.SH,海富通中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2025/2/12,,海富通基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
563880.SH,汇添富中证A500ETF,Y,include:name_etf,宽基,中证A500,股票型,中证A500指数收益率×100%,E,L,2024/11/25,,汇添富基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159205.SZ,东财创业板ETF,Y,include:name_etf,宽基,创业板,股票型,创业板指数收益率×100%,E,L,2025/6/12,,东财基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159247.SZ,汇添富创业板ETF,Y,include:name_etf,宽基,创业板,股票型,创业板指数收益率×100%,E,L,2026/2/2,,汇添富基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159270.SZ,南方创业板200ETF,Y,include:name_etf,宽基,创业板,股票型,创业板200指数收益率×100%,E,L,2025/7/24,,南方基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159287.SZ,博时创业板综合ETF,Y,include:name_etf,宽基,创业板,股票型,创业板综合指数收益率×100%,E,L,2025/8/27,,博时基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159288.SZ,银华创业板综合ETF,Y,include:name_etf,宽基,创业板,股票型,创业板综合指数收益率×100%,E,L,2025/9/26,,银华基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159289.SZ,鹏华创业板综合ETF,Y,include:name_etf,宽基,创业板,股票型,创业板综合指数收益率×100%,E,L,2025/9/15,,鹏华基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159290.SZ,东财创业板综合增强策略ETF,Y,include:name_etf,宽基,创业板,股票型,创业板综合指数收益率×100%,E,L,2025/9/17,,东财基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159291.SZ,招商创业板综合增强策略ETF,Y,include:name_etf,宽基,创业板,股票型,创业板综合指数收益率×100%,E,L,2025/9/1,,招商基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159292.SZ,华宝创业板综合增强策略ETF,Y,include:name_etf,宽基,创业板,股票型,创业板综合指数收益率×100%,E,L,2025/9/2,,华宝基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159293.SZ,建信创业板综合增强策略ETF,Y,include:name_etf,宽基,创业板,股票型,创业板综合指数收益率×100%,E,L,2026/1/13,,建信基金管理有限责任公司,fund_type/benchmark/name:broad_index,,,,,,,
159295.SZ,西部利得创业板综合ETF,Y,include:name_etf,宽基,创业板,股票型,创业板综合指数收益率×100%,E,L,2025/11/4,,西部利得基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159541.SZ,万家创业板综合ETF,Y,include:name_etf,宽基,创业板,股票型,创业板综合指数收益率×100%,E,L,2023/10/31,,万家基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159563.SZ,华夏创业板综合ETF,Y,include:name_etf,宽基,创业板,股票型,创业板综合指数收益率×100%,E,L,2024/2/23,,华夏基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159571.SZ,富国创业板200ETF,Y,include:name_etf,宽基,创业板,股票型,创业板200指数收益率×100%,E,L,2024/1/2,,富国基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159572.SZ,易方达创业板200ETF,Y,include:name_etf,宽基,创业板,股票型,创业板200指数收益率×100%,E,L,2023/12/25,,易方达基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159573.SZ,华夏创业板200ETF,Y,include:name_etf,宽基,创业板,股票型,创业板200指数收益率×100%,E,L,2023/12/25,,华夏基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159575.SZ,银华创业板200ETF,Y,include:name_etf,宽基,创业板,股票型,创业板200指数收益率×100%,E,L,2024/1/2,,银华基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159597.SZ,易方达创业板成长ETF,Y,include:name_etf,宽基,创业板,股票型,创业板成长指数收益率×100%,E,L,2024/5/27,,易方达基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159675.SZ,嘉实创业板增强策略ETF,Y,include:name_etf,宽基,创业板,股票型,创业板指数收益率×100%,E,L,2022/12/2,,嘉实基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159676.SZ,富国创业板增强策略ETF,Y,include:name_etf,宽基,创业板,股票型,创业板指数收益率×100%,E,L,2023/4/12,,富国基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159804.SZ,国寿安保国证创业板中盘精选88ETF,Y,include:name_etf,宽基,创业板,股票型,国证创业板中盘精选88指数×100%,E,L,2020/3/31,,国寿安保基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159808.SZ,融通创业板ETF,Y,include:name_etf,宽基,创业板,股票型,创业板指数收益率×100%,E,L,2020/9/4,,融通基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159810.SZ,浦银安盛创业板ETF,Y,include:name_etf,宽基,创业板,股票型,创业板指数收益率×100%,E,L,2020/7/10,,浦银安盛基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159814.SZ,西部利得创业板大盘ETF,Y,include:name_etf,宽基,创业板,股票型,创业板大盘指数收益率×100%,E,L,2020/7/17,,西部利得基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159908.SZ,博时创业板ETF,Y,include:name_etf,宽基,创业板,股票型,创业板指数收益率×100%,E,L,2018/12/10,,博时基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159915.SZ,易方达创业板ETF,Y,include:name_etf,宽基,创业板,股票型,创业板指数P×100%,E,L,2011/12/9,,易方达基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159918.SZ,嘉实中创400ETF,Y,include:name_etf,宽基,创业板,股票型,中小板创业板400指数×100%,E,L,2012/5/11,,嘉实基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159948.SZ,南方创业板ETF,Y,include:name_etf,宽基,创业板,股票型,创业板指数×100%,E,L,2016/5/31,,南方基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159952.SZ,广发创业板ETF,Y,include:name_etf,宽基,创业板,股票型,创业板指数×100%,E,L,2017/5/19,,广发基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159956.SZ,建信创业板ETF,Y,include:name_etf,宽基,创业板,股票型,创业板指数收益率×100%,E,L,2018/3/7,,建信基金管理有限责任公司,fund_type/benchmark/name:broad_index,,,,,,,
159957.SZ,华夏创业板ETF,Y,include:name_etf,宽基,创业板,股票型,创业板指数P×100%,E,L,2018/1/4,,华夏基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159958.SZ,工银瑞信创业板ETF,Y,include:name_etf,宽基,创业板,股票型,创业板指数P×100%,E,L,2018/1/19,,工银瑞信基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159964.SZ,平安创业板ETF,Y,include:name_etf,宽基,创业板,股票型,创业板指数收益率×100%,E,L,2019/4/19,,平安基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159967.SZ,华夏创业板动量成长ETF,Y,include:name_etf,宽基,创业板,股票型,创业板动量成长指数收益率×100%,E,L,2019/7/15,,华夏基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159971.SZ,富国创业板ETF,Y,include:name_etf,宽基,创业板,股票型,创业板指数收益率×100%,E,L,2019/7/2,,富国基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159977.SZ,天弘创业板ETF,Y,include:name_etf,宽基,创业板,股票型,创业板指数收益率×100%,E,L,2019/9/27,,天弘基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159991.SZ,招商创业板大盘ETF,Y,include:name_etf,宽基,创业板,股票型,创业板大盘指数收益率×100%,E,L,2020/4/24,,招商基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
588320.SH,广发中证科创创业50增强策略ETF,Y,include:name_etf,宽基,科创创业50,股票型,中证科创创业50指数收益率×100%,E,L,2023/1/6,,广发基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159007.SZ,华泰柏瑞中证畜牧养殖产业ETF,Y,include:name_etf,消费,农牧,股票型,中证畜牧养殖产业指数收益率×100%,E,L,2026/4/17,,华泰柏瑞基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159011.SZ,华安中证畜牧养殖产业ETF,Y,include:name_etf,消费,农牧,股票型,中证畜牧养殖产业指数收益率×100%,E,L,2026/6/16,,华安基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159020.SZ,易方达中证畜牧养殖产业ETF,Y,include:name_etf,消费,农牧,股票型,中证畜牧养殖产业指数收益率×100%,E,L,2026/4/27,,易方达基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159023.SZ,万家中证畜牧养殖产业ETF,Y,include:name_etf,消费,农牧,股票型,中证畜牧养殖产业指数收益率×100%,E,L,2026/6/15,,万家基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159027.SZ,大成中证畜牧养殖产业ETF,Y,include:name_etf,消费,农牧,股票型,中证畜牧养殖产业指数收益率×100%,E,L,2026/5/15,,大成基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159030.SZ,华夏国证粮食产业ETF,Y,include:name_etf,消费,农牧,股票型,国证粮食产业指数收益率×100%,E,L,2026/5/12,,华夏基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159031.SZ,博时国证粮食产业ETF,Y,include:name_etf,消费,农牧,股票型,国证粮食产业指数收益率×100%,E,L,2026/6/1,,博时基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159033.SZ,国泰国证粮食产业ETF,Y,include:name_etf,消费,农牧,股票型,国证粮食产业指数收益率×100%,E,L,2026/6/5,,国泰基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159038.SZ,易方达国证粮食产业ETF,Y,include:name_etf,消费,农牧,股票型,国证粮食产业指数收益率×100%,E,L,2026/5/21,,易方达基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159041.SZ,鹏华中证农业主题ETF,Y,include:name_etf,消费,农牧,股票型,中证农业主题指数收益率×100%,E,L,2026/6/10,,鹏华基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159045.SZ,大成中证稀有金属主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证稀有金属主题指数收益率×100%,E,L,2026/6/24,,大成基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159046.SZ,天弘国证绿色电力ETF,Y,include:name_etf,公用事业,电力,股票型,国证绿色电力指数收益率×100%,E,L,2026/6/11,,天弘基金管理有限公司,sw2021:index_classify,,801161.SI,电力,L2,410000,电力,sw2021:industry_name
159053.SZ,华夏中证稀有金属主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证稀有金属主题指数收益率×100%,E,L,2026/6/9,,华夏基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159055.SZ,富国中证稀有金属主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证稀有金属主题指数收益率×100%,E,L,2026/6/9,,富国基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159060.SZ,浦银安盛国证粮食产业ETF,Y,include:name_etf,消费,农牧,股票型,国证粮食产业指数收益率×100%,E,L,2026/6/10,,浦银安盛基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159061.SZ,南方国证绿色电力ETF,Y,include:name_etf,公用事业,电力,股票型,国证绿色电力指数收益率×100%,E,L,2026/6/24,,南方基金管理股份有限公司,sw2021:index_classify,,801161.SI,电力,L2,410000,电力,sw2021:industry_name
159062.SZ,南方中证稀有金属主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证稀有金属主题指数收益率×100%,E,L,2026/6/18,,南方基金管理股份有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159063.SZ,南方国证粮食产业ETF,Y,include:name_etf,消费,农牧,股票型,国证粮食产业指数收益率×100%,E,L,2026/6/15,,南方基金管理股份有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159066.SZ,建信中证A股ETF,Y,include:name_etf,宽基,其他,股票型,中证A股指数收益率×100%,E,L,,,建信基金管理有限责任公司,fund_type/benchmark/name:index_candidate,,,,,,,
159129.SZ,嘉实中证细分化工产业主题ETF,Y,include:name_etf,周期,化工,股票型,中证细分化工产业主题指数收益率×100%,E,L,2025/11/14,,嘉实基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159133.SZ,天弘中证细分化工产业主题ETF,Y,include:name_etf,周期,化工,股票型,中证细分化工产业主题指数收益率×100%,E,L,2025/11/25,,天弘基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159146.SZ,华宝中证全指电力公用事业ETF,Y,include:name_etf,公用事业,电力,股票型,中证全指电力公用事业指数收益率×100%,E,L,2026/1/20,,华宝基金管理有限公司,sw2021:index_classify,,801160.SI,公用事业,L1,0,公用事业,sw2021:industry_name
159151.SZ,华夏中证全指食品ETF,Y,include:name_etf,消费,食品饮料,股票型,中证全指食品指数收益率×100%,E,L,2026/1/14,,华夏基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159158.SZ,景顺长城中证全指电力公用事业ETF,Y,include:name_etf,公用事业,电力,股票型,中证全指电力公用事业指数收益率×100%,E,L,2026/1/27,,景顺长城基金管理有限公司,sw2021:index_classify,,801160.SI,公用事业,L1,0,公用事业,sw2021:industry_name
159159.SZ,国投瑞银中证全指公用事业ETF,Y,include:name_etf,公用事业,公用事业,股票型,中证全指公用事业指数收益率×100%,E,L,2026/2/12,,国投瑞银基金管理有限公司,sw2021:index_classify,,801160.SI,公用事业,L1,0,公用事业,sw2021:industry_name
159165.SZ,永赢中证畜牧养殖产业ETF,Y,include:name_etf,消费,农牧,股票型,中证畜牧养殖产业指数收益率×100%,E,L,2026/2/12,,永赢基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159172.SZ,汇添富中证畜牧养殖产业ETF,Y,include:name_etf,消费,农牧,股票型,中证畜牧养殖产业指数收益率×100%,E,L,2026/3/20,,汇添富基金管理股份有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159173.SZ,南方中证全指农牧渔ETF,Y,include:name_etf,消费,农牧,股票型,中证全指农牧渔指数收益率×100%,E,L,2026/4/2,,南方基金管理股份有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159176.SZ,华宝中证全指家用电器ETF,Y,include:name_etf,消费,家电,股票型,中证全指家用电器指数收益率×100%,E,L,2026/4/3,,华宝基金管理有限公司,sw2021:index_classify,,801110.SI,家用电器,L1,0,家用电器,sw2021:industry_name
159182.SZ,南方中证全指家用电器ETF,Y,include:name_etf,消费,家电,股票型,中证全指家用电器指数收益率×100%,E,L,2026/5/8,,南方基金管理股份有限公司,sw2021:index_classify,,801110.SI,家用电器,L1,0,家用电器,sw2021:industry_name
159192.SZ,汇添富中证家电龙头ETF,Y,include:name_etf,消费,家电,股票型,中证家电龙头指数收益率×100%,E,L,2026/4/30,,汇添富基金管理股份有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159203.SZ,博时国证大盘成长ETF,Y,include:name_etf,宽基,其他,股票型,国证大盘成长指数收益率×100%,E,L,2025/6/30,,博时基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159208.SZ,万家国证航天航空行业ETF,Y,include:name_etf,国防军工,航空航天,股票型,国证航天航空行业指数收益率×100%,E,L,2025/5/12,,万家基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159218.SZ,招商中证卫星产业ETF,Y,include:name_etf,国防军工,航空航天,股票型,中证卫星产业指数收益率×100%,E,L,2025/5/22,,招商基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159227.SZ,华夏国证航天航空行业ETF,Y,include:name_etf,国防军工,航空航天,股票型,国证航天航空行业指数收益率×100%,E,L,2025/5/16,,华夏基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159230.SZ,华夏国证通用航空产业ETF,Y,include:name_etf,国防军工,航空航天,股票型,国证通用航空产业指数收益率×100%,E,L,2025/5/30,,华夏基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159231.SZ,华宝国证通用航空产业ETF,Y,include:name_etf,国防军工,航空航天,股票型,国证通用航空产业指数收益率×100%,E,L,2025/4/29,,华宝基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159241.SZ,天弘国证航天航空行业ETF,Y,include:name_etf,国防军工,航空航天,股票型,国证航天航空行业指数收益率×100%,E,L,2025/5/29,,天弘基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159255.SZ,易方达国证通用航空产业ETF,Y,include:name_etf,国防军工,航空航天,股票型,国证通用航空产业指数收益率×100%,E,L,2025/8/4,,易方达基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159257.SZ,汇添富国证通用航空产业ETF,Y,include:name_etf,国防军工,航空航天,股票型,国证通用航空产业指数收益率×100%,E,L,2025/7/28,,汇添富基金管理股份有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159259.SZ,易方达国证成长100ETF,Y,include:name_etf,宽基,其他,股票型,国证成长100指数收益率×100%,E,L,2025/8/28,,易方达基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
